acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre
0.482,0.829,185893,0.237,0.0159,C#,0.0987,-9.388,Major,0.113,75.512,0.807,
0.0717,0.513,265665,0.763,0.919,F#,0.164,-7.425,Minor,0.057,100.005,0.532,
0.0449,0.864,211520,0.574,0.025,B,0.0502,-9.636,Minor,0.0711,116.046,0.653,
0.551,0.589,284800,0.557,0.151,C#,0.106,-7.493,Minor,0.0421,99.987,0.545,
0.0492,0.698,251973,0.642,0.911,G,0.0903,-10.102,Minor,0.0363,98.338,0.9,
0.0201,0.332,574000,0.41,0.0252,G,0.0725,-13.198,Major,0.0311,153.717,0.383,
0.201,0.752,292053,0.53,0.892,C#,0.0932,-9.024,Major,0.238,103.094,0.545,
0.0132,0.715,258867,0.523,0.862,A#,0.11,-8.208,Minor,0.0386,102.01,0.424,
0.984,0.38,255227,0.0377,0.935,B,0.0974,-22.733,Minor,0.0424,75.286,0.114,
0.223,0.638,219124,0.665,0.816,G,0.16,-10.923,Major,0.0774,95.026,0.625,
0.487,0.836,276453,0.401,0.00127,A,0.237,-10.949,Minor,0.148,140.016,0.477,
0.677,0.508,275827,0.292,0.000609,A#,0.157,-11.332,Minor,0.0432,143.366,0.388,
0.753,0.715,105036,0.285,0.945,D,0.117,-13.297,Minor,0.0874,83.017,0.513,
0.75,0.261,58017,0.252,0.403,A,0.36,-18.071,Minor,0.0361,145.648,0.485,
0.344,0.73,268507,0.9,0.46,B,0.0726,-5.41,Minor,0.0491,91.402,0.916,
0.511,0.625,177977,0.513,0.662,G,0.0984,-6.864,Major,0.0368,89.101,0.628,
0.995,0.448,152160,0.00827,0.887,B,0.34,-27.805,Minor,0.0541,104.538,0.54,
0.198,0.693,204853,0.529,0.47,A#,0.299,-6.86,Minor,0.0383,96.225,0.54,
0.178,0.663,248640,0.684,0.0327,E,0.152,-7.772,Major,0.0277,99.989,0.506,
0.994,0.427,201267,0.0992,1.23E-05,D#,0.164,-16.6,Major,0.0389,82.175,0.302,
0.44,0.472,301853,0.655,0.868,G,0.163,-8.272,Major,0.0406,89.242,0.69,
0.326,0.466,239587,0.612,0.631,E,0.0793,-10.459,Minor,0.0389,104.224,0.386,
0.891,0.36,385867,0.464,0.066,G,0.363,-11.651,Minor,0.032,151.023,0.49,
0.831,0.432,389640,0.215,0.00388,F,0.104,-14.227,Major,0.0354,146.847,0.506,
0.119,0.624,234187,0.487,0.000105,B,0.376,-9.387,Minor,0.0668,81.982,0.238,
0.903,0.635,262733,0.228,0.58,A#,0.143,-16.98,Minor,0.0516,149.692,0.349,
0.987,0.7,117073,0.0922,0.843,A#,0.109,-13.613,Minor,0.0556,81.26,0.329,
0.637,0.417,269453,0.42,0,C#,0.0988,-8.595,Major,0.0323,147.796,0.119,
0.443,0.884,263500,0.604,0.196,A,0.0833,-7.44,Minor,0.0308,114.007,0.955,
0.959,0.392,376546,0.119,0.682,F,0.0972,-18.487,Major,0.039,103.886,0.179,
0.0204,0.645,239979,0.443,0.697,B,0.0874,-11.7,Major,0.267,102.507,0.488,
0.0841,0.563,209110,0.931,0,D,0.276,-3.12,Minor,0.0726,135.951,0.503,
0.0354,0.733,328359,0.908,6.06E-06,D,0.278,-4.31,Major,0.0737,95.012,0.72,
0.974,0.735,82025,0.101,0.884,C,0.11,-24.176,Major,0.0562,78.985,0.55,
0.939,0.511,318413,0.031,0.898,D#,0.139,-19.636,Major,0.0388,112.911,0.179,
0.57,0.386,293267,0.785,0,C,0.986,-8.601,Major,0.178,92.437,0.429,
0.769,0.725,194173,0.328,0,G#,0.131,-9.021,Major,0.0844,103.231,0.664,
0.873,0.419,388107,0.269,4.65E-05,C,0.0762,-17.691,Major,0.0442,82.697,0.392,
0.193,0.617,237093,0.574,0.756,E,0.171,-7.446,Minor,0.0312,127.989,0.433,
0.0154,0.686,195187,0.606,0,G#,0.0573,-9.564,Major,0.29,80.04,0.726,
0.00213,0.451,378333,0.728,0.536,C,0.109,-7.309,Minor,0.0391,160.018,0.0389,
0.786,0.39,205320,0.346,0.0124,F,0.096,-14.285,Major,0.037,82.582,0.797,
0.542,0.732,323400,0.605,0.0461,F,0.227,-9.363,Minor,0.0669,93.355,0.728,
0.247,0.764,340226,0.693,0.219,A#,0.0302,-3.582,Minor,0.144,62.967,0.701,
0.083,0.637,285667,0.68,0.615,C,0.09,-6.393,Major,0.0312,77.983,0.614,
0.711,0.324,1094733,0.394,0.00206,G,0.19,-11.385,Major,0.0298,129.859,0.221,
0.965,0.412,186764,0.12,0.914,F,0.113,-17.088,Minor,0.0365,110.603,0.133,
0.721,0.323,188440,0.27,0.00183,C,0.257,-9.61,Major,0.0358,94.49,0.148,
0.866,0.508,673760,0.259,0.268,F,0.131,-12.908,Major,0.0409,75.393,0.56,
0.851,0.588,403640,0.4,0.352,G,0.11,-11.914,Minor,0.036,113.615,0.468,
0.35,0.82,168293,0.0944,0.896,G,0.101,-15.297,Minor,0.0425,93.077,0.582,
0.157,0.634,233533,0.729,0.727,G#,0.112,-9.001,Major,0.0419,94.26,0.952,
0.902,0.587,302667,0.259,0.533,E,0.0932,-15.805,Major,0.0604,109.837,0.311,
0.413,0.701,181000,0.434,0.00328,G#,0.111,-9.21,Major,0.037,97.237,0.812,
0.434,0.778,240853,0.549,0,G#,0.0488,-6.267,Minor,0.036,110.498,0.762,
0.404,0.729,289152,0.509,0.000267,F,0.168,-8.716,Minor,0.0918,140.029,0.447,
0.251,0.637,177493,0.397,4.85E-06,D,0.255,-12.149,Minor,0.134,124.206,0.713,
0.105,0.696,223867,0.954,0.84,D,0.111,-4.641,Major,0.0368,99.01,0.55,
0.273,0.599,335107,0.812,0.000316,C,0.0921,-5.245,Major,0.041,85.013,0.735,
0.934,0.639,309853,0.482,0.171,G,0.136,-7.421,Major,0.047,105.13,0.614,
0.297,0.557,249000,0.417,0,F#,0.106,-8.36,Major,0.0286,119.974,0.13,
0.459,0.777,168500,0.716,0.000238,A,0.385,-6.709,Major,0.109,89.992,0.587,
0.352,0.745,268387,0.607,0.808,F#,0.0602,-11.701,Major,0.0963,92.989,0.497,
0.961,0.28,170500,0.222,0.912,A,0.11,-14.899,Minor,0.0367,76.171,0.209,
0.808,0.872,76301,0.207,0.961,A#,0.114,-14.776,Minor,0.425,77.048,0.961,
0.96,0.381,191467,0.0659,0.0388,G,0.172,-23.737,Major,0.0337,134.652,0.237,
0.266,0.364,300996,0.663,0.839,B,0.109,-6.017,Major,0.0446,162.411,0.289,
0.933,0.618,152600,0.264,0,A,0.0908,-9.692,Major,0.0407,79.738,0.39,
0.121,0.75,196966,0.543,0.809,C,0.254,-10.188,Major,0.0553,98.275,0.378,
0.0305,0.543,509520,0.932,4.79E-05,G,0.0318,-6.764,Major,0.0548,93.185,0.596,
0.00295,0.785,344506,0.859,0.777,B,0.294,-6.282,Minor,0.0399,111.996,0.73,
0.749,0.729,330931,0.763,0.00135,F,0.256,-5.652,Major,0.0413,94.035,0.945,
0.295,0.746,287237,0.732,0.000345,A#,0.276,-9.505,Minor,0.0376,106.282,0.809,
0.865,0.331,138760,0.236,0,G,0.119,-7.29,Major,0.0321,149.173,0.538,
0.742,0.671,170347,0.438,0,G#,0.0601,-9.15,Major,0.0651,123.395,0.801,
0.0461,0.896,203051,0.684,0.051,C#,0.164,-6.099,Major,0.0731,99.995,0.686,
0.705,0.756,215000,0.462,0.00163,G,0.156,-11.701,Major,0.0942,93.257,0.884,
0.805,0.541,228627,0.283,0.0367,C,0.0736,-13.659,Major,0.0527,76.828,0.564,
0.165,0.78,409587,0.707,0.168,A,0.0975,-7.951,Minor,0.0379,114.765,0.932,
0.863,0.676,237014,0.512,6.06E-06,E,0.136,-7.369,Minor,0.0413,130.109,0.476,
0.0473,0.888,357960,0.54,0.706,A,0.0492,-9.361,Major,0.0572,118.003,0.248,
0.749,0.67,174602,0.28,0.904,C#,0.108,-8.892,Major,0.104,110.016,0.148,
0.993,0.464,200240,0.244,0.91,D#,0.113,-12.887,Major,0.0339,84.064,0.202,
0.955,0.767,179363,0.293,0.87,A#,0.103,-15.864,Major,0.0514,144.279,0.83,
0.313,0.642,242240,0.695,0.769,E,0.0963,-10.158,Minor,0.042,100.781,0.669,
0.0568,0.678,243787,0.905,0.0239,G,0.24,-5.526,Minor,0.0784,90.092,0.898,
0.747,0.841,326827,0.591,0.0371,D#,0.295,-9.081,Major,0.0527,134.796,0.817,
9.37E-05,0.414,322549,0.898,0.578,G,0.418,-5.651,Major,0.0535,113.986,0.217,
0.38,0.824,221720,0.648,0.0258,C,0.0442,-8.693,Major,0.0398,121.323,0.971,
0.825,0.313,201456,0.329,0.888,D#,0.0803,-12.47,Major,0.0334,71.278,0.227,
0.971,0.322,187267,0.18,0.00237,G,0.224,-11.701,Minor,0.041,66.587,0.323,
0.994,0.622,163800,0.032,0.332,E,0.108,-18.135,Minor,0.0529,91.398,0.264,
0.99,0.629,207227,0.111,0.301,C,0.0897,-11.118,Minor,0.0472,133.752,0.481,
0.993,0.511,77533,0.00211,0.982,D#,0.113,-24.812,Minor,0.195,107.949,0.255,
0.115,0.53,181840,0.811,0.831,C,0.348,-9.343,Major,0.0997,176.142,0.708,
0.37,0.598,252467,0.78,0.69,A#,0.128,-7.414,Major,0.0309,87.992,0.862,
0.613,0.489,952707,0.478,0.168,C,0.926,-13.858,Minor,0.0513,126.228,0.717,
0.149,0.878,216520,0.567,0.0133,C#,0.343,-8.294,Minor,0.084,146.971,0.875,
0.184,0.637,322347,0.44,1.15E-05,E,0.0918,-10.811,Minor,0.0895,83.109,0.44,
0.178,0.558,296733,0.789,0.0129,C,0.794,-13.697,Major,0.229,132.926,0.58,
0.8,0.212,541680,0.561,0.00457,A,0.129,-14.217,Minor,0.0545,76.257,0.257,
0.98,0.548,237573,0.0824,0.874,A,0.107,-17.06,Major,0.0407,70.528,0.411,
0.258,0.783,291227,0.546,0.222,G#,0.209,-5.044,Major,0.0336,89.968,0.6,
0.788,0.618,51733,0.451,0.023,G,0.105,-17.549,Major,0.0693,136.218,0.978,
0.112,0.698,251960,0.571,0.831,C,0.141,-13.352,Major,0.0417,95.008,0.809,
0.454,0.592,341594,0.691,0.75,F,0.0995,-9.03,Minor,0.0343,119.996,0.234,
0.978,0.653,194760,0.0709,0.89,E,0.111,-21.198,Major,0.0594,112.586,0.284,
0.88,0.612,181627,0.144,0,F#,0.203,-12.204,Minor,0.0352,128.629,0.343,
0.972,0.489,332973,0.0416,0.000159,A#,0.126,-24.426,Minor,0.0469,109.516,0.119,
0.715,0.744,312640,0.738,0.00741,A#,0.0672,-4.751,Minor,0.0333,147.046,0.89,
0.72,0.732,211901,0.586,0,D#,0.337,-7.934,Minor,0.0981,120.927,0.9,
0.287,0.674,286960,0.759,0,A#,0.133,-6.336,Minor,0.317,89.219,0.476,
0.639,0.638,203733,0.216,2.60E-05,G,0.0858,-12.826,Major,0.044,94.81,0.369,
0.968,0.338,167467,0.184,0.000194,G#,0.121,-15.015,Major,0.0347,73.14,0.293,
0.0145,0.347,280012,0.734,0.893,E,0.11,-7.357,Minor,0.0569,184.06,0.0917,
0.0298,0.575,212147,0.787,0.893,B,0.121,-9.439,Major,0.0441,101.096,0.836,
0.0355,0.356,420747,0.811,0.811,G#,0.116,-8.069,Minor,0.0447,102.898,0.334,
0.317,0.699,242893,0.369,6.94E-05,D,0.093,-11.594,Major,0.032,96.111,0.372,
0.0397,0.819,297347,0.64,0.000149,D,0.304,-9.124,Minor,0.0371,112.637,0.917,
0.0266,0.782,286000,0.683,0,A,0.0861,-6.407,Minor,0.0316,96.905,0.698,
0.618,0.816,163538,0.523,0.411,C,0.0681,-9.937,Major,0.0586,125.723,0.949,
0.947,0.597,330440,0.102,0.744,D,0.24,-18.081,Minor,0.042,129.465,0.243,
0.347,0.741,289800,0.724,0.0325,A,0.305,-4.674,Minor,0.0402,91.017,0.607,
0.19,0.58,258252,0.464,3.00E-05,D,0.263,-13.252,Major,0.0339,89.775,0.563,
0.505,0.398,212267,0.263,1.52E-06,F,0.105,-14.447,Minor,0.0303,113.57,0.323,
0.85,0.59,371893,0.332,0.00489,C#,0.116,-12.132,Major,0.0649,75.024,0.606,
0.876,0.632,150507,0.33,8.19E-06,A,0.106,-10.939,Minor,0.0328,109.826,0.805,
0.827,0.366,366018,0.447,0.864,G,0.736,-14.903,Major,0.0284,99.246,0.384,
0.825,0.548,192547,0.202,0,G,0.0777,-8.107,Major,0.0492,98.542,0.354,
0.435,0.744,283293,0.735,0.0515,D,0.0826,-10.16,Minor,0.0461,91.543,0.844,
0.35,0.751,170013,0.61,0,D,0.353,-8.045,Major,0.127,96.903,0.771,
0.0712,0.823,298200,0.399,0.000258,G,0.0954,-10.108,Major,0.234,93.524,0.577,
0.747,0.687,188613,0.51,0,A#,0.117,-8.501,Major,0.0761,122.249,0.666,
0.508,0.663,268293,0.54,0.0139,B,0.064,-8.591,Minor,0.0933,172.129,0.746,
0.197,0.678,377639,0.683,0.667,E,0.0458,-9.802,Minor,0.0295,102.612,0.904,
0.861,0.496,349493,0.104,0.821,C,0.125,-24.419,Major,0.0509,80.581,0.232,
3.46E-05,0.335,227867,0.931,0.00815,A,0.355,-3.64,Minor,0.0495,180.018,0.393,
0.676,0.521,180147,0.261,3.71E-06,C#,0.189,-13.305,Major,0.0642,67.381,0.465,
0.324,0.692,218067,0.621,0.916,G,0.129,-7.61,Minor,0.024,87.982,0.674,
0.0178,0.382,333845,0.81,0.00424,E,0.11,-7.897,Minor,0.0806,92.563,0.0663,
0.746,0.631,294827,0.645,0.926,D,0.156,-8.032,Minor,0.0348,91.977,0.52,
0.0093,0.413,207773,0.992,0.000562,A,0.232,-3.923,Minor,0.375,166.906,0.29,
0.66,0.444,456360,0.339,0.103,D#,0.163,-16.936,Major,0.0417,142.112,0.657,
0.912,0.653,183053,0.524,0.0116,A#,0.139,-9.641,Major,0.111,97.069,0.831,
0.504,0.774,250787,0.775,0,C,0.117,-4.566,Major,0.0319,91.027,0.932,
0.263,0.697,157895,0.504,0.0391,A,0.0927,-6.638,Minor,0.0505,95.086,0.325,
0.0369,0.71,234400,0.876,0.808,F#,0.128,-9.219,Major,0.0346,102.799,0.623,
0.0699,0.695,180307,0.592,0.829,D,0.162,-7.158,Minor,0.0333,95.419,0.921,
0.695,0.567,370000,0.277,0.52,A,0.0728,-16.669,Minor,0.0568,93.819,0.391,
0.181,0.502,233373,0.638,0.374,C,0.0887,-6.926,Major,0.0308,121.403,0.247,
0.155,0.637,168747,0.58,0.762,G#,0.111,-7.044,Minor,0.0675,88.787,0.705,
0.948,0.707,135349,0.259,0.607,F#,0.0965,-12.007,Major,0.191,76.05,0.597,
0.00173,0.708,392196,0.56,0.903,C,0.233,-9.709,Major,0.0385,122.02,0.413,
0.896,0.373,314013,0.424,0.902,A,0.135,-17.878,Minor,0.0479,88.395,0.0972,
0.8,0.324,160733,0.197,0,G#,0.137,-16.363,Major,0.0358,128.903,0.263,
0.897,0.69,171333,0.189,0,C,0.133,-12.797,Major,0.0316,78.042,0.735,
0.767,0.437,196682,0.525,4.16E-05,G#,0.25,-8.074,Major,0.0497,152.469,0.478,
0.164,0.714,242507,0.662,0.0739,C#,0.106,-5.295,Minor,0.0302,94.992,0.617,
0.771,0.285,108720,0.542,0.302,D,0.497,-16.67,Minor,0.0669,107.762,0.383,
0.0423,0.861,351785,0.696,0.0025,C#,0.169,-7.451,Major,0.0718,106.02,0.645,
0.0256,0.686,125530,0.308,2.33E-05,A#,0.367,-12.565,Minor,0.0997,84.05,0.399,
0.452,0.515,141667,0.408,0,G#,0.0682,-11.96,Major,0.194,185.767,0.915,
0.0255,0.66,217800,0.728,7.56E-06,B,0.0905,-6.405,Minor,0.07,107.641,0.721,
0.636,0.49,197600,0.371,0,E,0.352,-13.594,Minor,0.061,138.756,0.59,
0.125,0.569,151607,0.87,0.893,A,0.397,-4.019,Minor,0.135,91.002,0.5,
0.605,0.338,383587,0.62,1.04E-06,F#,0.983,-7.925,Minor,0.0428,64.763,0.264,
0.835,0.324,184147,0.334,0,C,0.117,-10.12,Major,0.0287,91.476,0.199,
2.56E-06,0.159,368083,0.948,0.927,D,0.393,-5.993,Major,0.0961,180.096,0.118,
0.693,0.593,242627,0.242,0.000318,E,0.122,-13.606,Major,0.0399,87.155,0.184,
0.926,0.75,88500,0.205,0.923,C#,0.0893,-10.868,Major,0.0558,87.977,0.825,
0.856,0.634,220560,0.211,0,C#,0.0923,-12.461,Major,0.0412,121.877,0.43,
0.0298,0.227,288267,0.542,0.239,G#,0.121,-10.469,Minor,0.0476,78.636,0.187,
0.773,0.4,256227,0.19,0.923,G#,0.266,-16.798,Major,0.0369,75.845,0.389,
0.736,0.4,185889,0.553,0.365,E,0.248,-9.394,Minor,0.0522,75.926,0.453,
0.331,0.767,227440,0.76,0.848,F,0.0707,-9.975,Minor,0.0274,112.016,0.94,
0.44,0.682,177143,0.3,0.83,E,0.174,-12.642,Major,0.0464,84.052,0.198,
0.799,0.408,144253,0.388,0.000414,C,0.113,-13.29,Minor,0.0336,101.989,0.515,
0.496,0.612,333467,0.636,0.855,C,0.168,-13.848,Major,0.0324,104.004,0.269,
0.0786,0.83,256808,0.703,0.000113,F#,0.0624,-5.74,Major,0.0887,123.006,0.779,
0.000393,0.56,238760,0.874,0.591,A#,0.196,-6.621,Major,0.0438,91.006,0.363,
0.104,0.686,161067,0.819,0.808,C#,0.153,-10.371,Major,0.0396,114.101,0.944,
0.649,0.644,138952,0.649,0.261,E,0.0896,-8.713,Minor,0.127,168.009,0.269,
0.799,0.403,387450,0.307,0.124,F,0.143,-13.426,Major,0.0357,119.845,0.371,
0.912,0.425,364600,0.12,0.724,F,0.359,-13.499,Major,0.039,106.381,0.2,
0.485,0.627,281187,0.844,0,F,0.181,-4.428,Minor,0.0483,96.123,0.918,
0.169,0.623,304733,0.331,1.05E-06,F,0.197,-13.69,Major,0.0635,179.87,0.676,
0.985,0.372,481507,0.0592,0.906,C,0.055,-22.885,Minor,0.0428,82.699,0.131,
0.327,0.794,293233,0.616,0.799,F,0.099,-4.411,Minor,0.0338,115.527,0.853,
0.831,0.435,133027,0.286,0,G#,0.184,-9.405,Major,0.0304,65.797,0.458,
0.451,0.947,193635,0.445,0.819,C#,0.131,-8.043,Major,0.0445,120.962,0.861,
0.0192,0.734,184593,0.863,0,C#,0.11,-4.485,Major,0.194,117.95,0.9,
0.371,0.763,151050,0.288,0.748,F#,0.298,-9.526,Major,0.396,77.865,0.246,
0.96,0.424,323640,0.0301,0.0299,C,0.21,-15.316,Minor,0.0483,67.541,0.349,
0.0806,0.8,255547,0.646,0,C#,0.0979,-10.556,Minor,0.267,95.105,0.52,
0.167,0.569,574733,0.491,0.03,F,0.154,-12.014,Minor,0.0353,180.054,0.735,
0.793,0.66,150003,0.355,0.783,D#,0.179,-9.883,Minor,0.0776,80.013,0.704,
0.385,0.395,426173,0.691,0.903,A,0.132,-11.898,Minor,0.0392,128.879,0.0968,
0.78,0.474,257000,0.39,0.0186,D#,0.297,-12.776,Major,0.0303,115.956,0.179,
0.252,0.457,277413,0.293,0.69,C#,0.174,-14.749,Minor,0.0303,144.106,0.253,
0.0137,0.804,239695,0.648,0.246,D#,0.0918,-6.824,Minor,0.226,124.968,0.643,
0.117,0.791,217427,0.37,0.878,B,0.0982,-10.332,Major,0.134,169.93,0.699,
0.169,0.645,325800,0.498,0.848,G,0.139,-14.125,Minor,0.0447,87.985,0.743,
0.41,0.622,276107,0.424,0.441,C,0.091,-11.361,Major,0.0371,91.006,0.191,
0.585,0.741,326667,0.36,0.868,E,0.0809,-14.824,Minor,0.0449,120.074,0.216,
0.869,0.839,117420,0.363,0.85,F#,0.104,-5.819,Minor,0.0591,90.052,0.84,
0.0162,0.785,235045,0.596,0.00335,C,0.174,-7.063,Minor,0.0297,107.219,0.623,
0.462,0.311,155500,0.433,0.76,B,0.0999,-10.618,Minor,0.0554,83.713,0.208,
0.000335,0.421,259002,0.447,0.0148,D,0.0374,-8.833,Major,0.202,73.83,0.121,
0.25,0.663,367187,0.676,0.617,F,0.102,-9.164,Major,0.0755,96.623,0.586,
0.919,0.511,268627,0.246,0.0104,B,0.112,-14.512,Major,0.0661,77.978,0.415,
0.854,0.318,174000,0.334,0,G,0.188,-9.267,Minor,0.0487,78.508,0.541,
0.377,0.641,203467,0.365,1.03E-06,G,0.194,-9.632,Major,0.0332,141.597,0.356,
0.31,0.662,265867,0.676,0.0143,D#,0.299,-5.588,Major,0.0355,111.98,0.358,
0.165,0.706,250213,0.692,0.061,G,0.079,-10.122,Major,0.177,114.91,0.65,
2.86E-05,0.554,356160,0.918,0.704,G#,0.551,-6.172,Minor,0.107,120.05,0.27,
0.0217,0.861,247500,0.917,0.0588,E,0.208,-4.052,Minor,0.0906,127.953,0.715,
0.0304,0.793,202498,0.868,0.00961,C,0.085,-4.001,Major,0.173,124.985,0.85,
0.713,0.15,631659,0.37,0.859,C,0.0671,-9.794,Minor,0.0317,84.549,0.116,
0.954,0.529,366973,0.0638,0.184,F,0.102,-16.697,Major,0.0373,55.489,0.151,
0.111,0.725,108665,0.247,0.916,F#,0.234,-10.261,Minor,0.381,163.76,0.197,
0.801,0.446,793674,0.501,0.164,G#,0.0931,-9.771,Major,0.0548,116.711,0.262,
0.92,0.535,153867,0.24,0,A#,0.111,-15.198,Major,0.085,128.547,0.49,
0.951,0.441,173467,0.0613,0.00405,F,0.0789,-17.268,Major,0.0436,117.357,0.0777,
0.267,0.353,230173,0.484,0.0113,C,0.525,-13.296,Major,0.0521,80.716,0.163,
0.671,0.506,374613,0.61,0.938,F#,0.14,-10.814,Major,0.0297,130.191,0.197,
0.696,0.709,250200,0.504,0.00157,F#,0.595,-11.829,Major,0.0553,141.15,0.831,
0.493,0.552,293150,0.428,0.326,F,0.115,-10.645,Minor,0.0286,88.057,0.164,
0.957,0.375,237867,0.184,0,G#,0.0941,-12.196,Major,0.0763,201.308,0.259,
0.625,0.644,307066,0.646,0.898,C,0.105,-8.518,Minor,0.0329,94,0.314,
0.258,0.54,275600,0.504,0.867,A#,0.135,-10.975,Major,0.0284,125.857,0.872,
0.706,0.864,260134,0.463,0.838,F,0.114,-10.465,Minor,0.0428,114.948,0.592,
0.00979,0.54,220120,0.667,0.321,E,0.499,-8.533,Minor,0.0286,84.072,0.618,
0.85,0.188,194040,0.0767,0.000137,G,0.189,-24.695,Major,0.037,76.22,0.146,
0.116,0.885,238421,0.551,0.00864,C#,0.0736,-9.794,Major,0.24,96.1,0.66,
0.241,0.813,202907,0.607,0.0119,A,0.126,-11.57,Major,0.0838,93.155,0.687,
0.158,0.68,296187,0.509,0.836,A#,0.107,-10.146,Minor,0.0364,160.012,0.518,
0.703,0.638,586400,0.186,0.00103,G#,0.118,-15.831,Major,0.0347,128.372,0.498,
0.403,0.406,441427,0.746,0.0816,A#,0.305,-7.838,Major,0.0524,93.056,0.59,
0.844,0.618,164160,0.737,1.54E-05,D,0.171,-8.147,Major,0.257,165.104,0.882,
0.00257,0.288,512403,0.802,0.78,G#,0.343,-8.4,Major,0.0493,120.21,0.13,
0.00464,0.678,144653,0.585,0.47,G,0.114,-9.932,Minor,0.0848,88.007,0.115,
0.779,0.85,151319,0.302,0.348,B,0.101,-11.509,Major,0.313,80.988,0.371,
0.656,0.784,462000,0.424,0.00338,E,0.131,-14.928,Minor,0.0399,132.409,0.919,
0.942,0.737,73608,0.564,0.109,B,0.11,-8.615,Major,0.714,78.803,0.296,
0.96,0.484,194000,0.0474,0.67,G,0.104,-16.235,Major,0.0336,69.416,0.139,
9.04E-05,0.496,307326,0.911,0.897,A#,0.552,-7.101,Minor,0.0441,140.018,0.274,
0.427,0.693,265427,0.38,0.000406,G,0.207,-8.16,Major,0.0317,116.944,0.301,
0.0454,0.739,211413,0.758,0.846,G#,0.352,-5.883,Major,0.0304,115.053,0.577,
0.697,0.679,183027,0.941,0.000115,F#,0.087,-3.52,Major,0.0603,112.954,0.92,
0.99,0.255,224000,0.0991,0.0126,A,0.0968,-17.405,Minor,0.0356,60.725,0.107,
0.726,0.335,380467,0.202,6.63E-06,C#,0.612,-14.228,Minor,0.0323,82.022,0.155,
0.628,0.357,180063,0.25,0.0199,C,0.114,-16.326,Minor,0.0354,202.687,0.633,
0.193,0.712,115765,0.282,0.000566,G#,0.962,-11.234,Minor,0.187,84.947,0.609,
0.988,0.484,157267,0.168,0.903,A,0.132,-18.741,Minor,0.0404,54.702,0.292,
0.624,0.729,248733,0.651,0.254,D#,0.32,-5.69,Major,0.0557,85.999,0.687,
0.0731,0.544,187880,0.72,0.000297,F,0.247,-7.523,Major,0.0395,108.948,0.499,
0.411,0.608,233867,0.567,0,F,0.123,-7.834,Minor,0.0786,94.197,0.755,
0.815,0.311,202933,0.255,5.26E-05,F#,0.193,-13.423,Major,0.0302,103.094,0.216,
0.00111,0.596,287371,0.836,0.102,C#,0.191,-7.282,Major,0.0556,94.996,0.23,
0.233,0.489,383560,0.444,0.00126,F,0.123,-13.903,Minor,0.0498,142.752,0.658,
0.722,0.381,377040,0.442,0.866,G,0.12,-11.169,Minor,0.0332,88.849,0.447,
0.491,0.306,240454,0.652,0.0197,G,0.203,-6.487,Major,0.136,80.12,0.462,
0.0302,0.926,139611,0.515,0.876,E,0.165,-7.209,Minor,0.0647,98.013,0.896,
0.214,0.832,307427,0.396,0.809,B,0.177,-10.393,Major,0.295,88.982,0.859,
0.472,0.618,147044,0.165,0.907,F,0.13,-8.438,Minor,0.133,162.405,0.275,
0.382,0.408,366165,0.357,0.933,G,0.127,-12.306,Major,0.0334,79.477,0.216,
0.253,0.505,277400,0.494,6.15E-06,D,0.111,-14.407,Major,0.0762,141.278,0.438,
0.43,0.495,247055,0.533,0.000672,C,0.106,-5.802,Minor,0.0295,79.71,0.424,
0.175,0.632,186200,0.666,1.12E-06,C,0.167,-8.908,Major,0.385,168.11,0.637,
0.843,0.341,368693,0.154,0.00356,F#,0.0937,-18.614,Minor,0.0405,89.237,0.0839,
0.069,0.536,260440,0.861,0.907,C,0.335,-4.212,Major,0.0383,94.005,0.664,
0.0142,0.737,321427,0.883,0.00419,G#,0.713,-6.491,Major,0.238,122.656,0.669,
0.639,0.536,279733,0.188,0,D#,0.108,-15.217,Major,0.0776,100.378,0.392,
0.0553,0.763,347560,0.758,0.912,F#,0.798,-6.649,Minor,0.0403,125.031,0.789,
0.195,0.647,283373,0.595,0.000118,A#,0.129,-8.416,Minor,0.0336,73.478,0.546,
0.353,0.442,484333,0.463,0.687,C#,0.339,-12.92,Major,0.0356,120.87,0.303,
0.0944,0.341,236253,0.398,6.36E-05,A,0.0805,-13.51,Minor,0.0329,109.587,0.292,
0.758,0.737,230693,0.812,0.0029,G#,0.0872,-5.68,Minor,0.138,207.022,0.903,
0.0813,0.632,341987,0.646,0.862,A#,0.112,-10.572,Minor,0.0269,109.965,0.556,
0.768,0.487,213499,0.548,0.832,A#,0.125,-15.91,Major,0.0701,93.164,0.969,
0.406,0.65,315733,0.693,0.00902,C,0.0737,-7.143,Major,0.0658,105.072,0.936,
0.087,0.839,331627,0.573,0.723,C,0.0824,-10.854,Minor,0.0971,128.009,0.622,
0.544,0.628,296040,0.386,0.457,A,0.135,-11.097,Major,0.0388,89.815,0.386,
0.977,0.51,204480,0.127,0.848,C,0.0939,-18.425,Major,0.0308,86.79,0.191,
0.906,0.588,233658,0.19,6.68E-06,B,0.11,-11.777,Major,0.0323,88.118,0.126,
0.65,0.635,174000,0.331,0,A#,0.146,-11.914,Major,0.162,103.363,0.498,
0.000119,0.396,235973,0.891,0.00499,E,0.172,-5.138,Minor,0.0772,200.011,0.381,
